,Unnamed: 0,INCOME,IDPERSON,ID13,ID11
2856,98373,182400.0,191606060102,2,1
2857,70873,1200000.0,96704090103,2,2
2858,47094,75200.0,82406041102,3,1
2859,34133,247000.0,71018030904,2,1
2860,112674,51060.0,212303020103,3,1
2861,54103,4300.0,90602010102,4,1
2862,25272,219000.0,60606120108,2,1
2863,80282,36000.0,103501120107,3,1
2864,172093,21550.0,290301170103,3,1
2865,186146,185060.0,292503190201,6,1
2866,126846,102656.0,231705070104,3,1
2867,122102,19825.0,230503204104,4,1
2868,192205,412925.0,320703081102,1,1
2869,141325,36600.0,241303030101,2,2
2870,136649,188900.0,240603081104,2,1
2871,124111,242661.0,231001072102,3,1
2872,132595,46000.0,233201140104,2,2
2873,186774,24500.0,292535151104,3,2
2874,196285,216000.0,321405190103,4,1
2875,112958,43700.0,212401211104,2,1
2876,183970,60000.0,292014150904,4,1
2877,197377,232750.0,330211130905,3,1
2878,102326,22500.0,201309120104,3,1
2879,3967,311900.0,11314050201,3,2
2880,160412,144400.0,273106031105,2,1
2881,152634,192000.0,271808130104,2,2
2882,77156,146810.0,102603060103,3,1
2883,44067,68052.0,81504021102,4,1
2884,66272,80000.0,95405070202,1,1
2885,66408,52490.0,95406060107,3,2
2886,181700,47000.0,291903010303,3,2
2887,168662,111600.0,281903020103,4,1
2888,186685,114900.0,292535041102,3,2
2889,5735,388725.0,20212020102,3,1
2890,94563,36160.0,190912140101,4,1
2891,29728,32400.0,61803071209,3,2
2892,195728,71800.0,321206120103,2,3
2893,5272,91840.0,20205081101,4,1
2894,77566,30120.0,102704011101,3,1
2895,41661,286900.0,81202080101,4,1
2896,109851,389000.0,211507010103,5,1
2897,6098,202300.0,20406090104,2,1
2898,186993,84200.0,292602060102,5,1
2899,22954,122221.0,60206030102,3,1
2900,183027,61700.0,291937161103,2,1
2901,129009,39650.0,232302111302,3,1
2902,119448,139300.0,221104010105,3,1
2903,195277,81800.0,321115121102,3,3
2904,18248,120950.0,31602101101,2,4
2905,137996,108300.0,240715140104,3,1
2906,161315,132000.0,273206080106,3,1
2907,181493,9180.0,291814120203,4,1
2908,152679,603200.0,271809060902,1,1
2909,22562,67100.0,60203061104,3,1
2910,56987,212500.0,92003120104,2,2
2911,102727,15275.0,201408080104,5,8
2912,66048,13400.0,95403150105,4,1
2913,82105,65290.0,130302020101,5,3
2914,79309,230200.0,103203091106,2,2
2915,173740,112460.0,290601120105,3,1
2916,65945,12317.0,95403040104,3,1
2917,75279,74150.0,101601051107,3,1
2918,120861,22100.0,230202021103,3,1
2919,89333,235275.0,190102021104,4,1
2920,8021,64535.0,20603071101,4,1
2921,161852,136800.0,280104021103,3,1
2922,2770,84248.0,11204160102,5,2
2923,84543,61486.0,170703100105,5,3
2924,114900,51100.0,220204060107,5,1
2925,153416,222300.0,272101070101,2,1
2926,65734,155000.0,95401150107,2,2
2927,54507,408000.0,90901080905,1,3
2928,197458,148300.0,330301020104,4,1
2929,10286,515570.0,21103152103,2,1
2930,66582,63290.0,95407100104,3,1
2931,39344,98310.0,80701041101,3,1
2932,72610,80400.0,100207010102,3,1
2933,142102,32130.0,241601021206,3,1
2934,144015,117000.0,242101041101,3,1
2935,187531,63590.0,292633051105,3,1
2936,180037,84025.0,291703140107,4,1
2937,128241,265598.0,232107090109,3,1
2938,73666,39500.0,100604021103,2,2
2939,50949,53950.0,90107200102,4,1
2940,52724,95630.0,90402501107,2,2
2941,15965,185720.0,31101021104,4,4
2942,114276,778000.0,220101021106,3,1
2943,9186,168000.0,20901070103,2,1
2944,102351,2300.0,201401020103,5,2
2945,181022,136550.0,291807010107,5,1
2946,104966,143300.0,210301111101,3,1
2947,84607,32670.0,180201070101,4,1
2948,66710,30000.0,95802010102,3,1
2949,3840,419000.0,11312090105,5,2
2950,193249,96300.0,320808060101,4,1
2951,131600,15500.0,232705170106,5,1
2952,14778,60000.0,30801032102,2,4
2953,21551,141650.0,51306070101,3,2
2954,140121,58800.0,241009130104,3,2
2955,176077,28190.0,291103020108,4,1
2956,69799,40805.0,96601091201,1,1
2957,167538,34625.0,281602021101,3,1
2958,74981,47250.0,101405061302,3,2
2959,153253,203000.0,272007060102,6,1
2960,4051,359950.0,11315040108,4,1
2961,162015,102000.0,280107100101,3,1
2962,78655,54050.0,103002150105,3,2
2963,188031,66000.0,292701050102,2,1
2964,155628,216000.0,272323010101,2,1
2965,59168,36424.0,92903020404,1,1
2966,68173,41000.0,96301020102,3,1
2967,10265,1074600.0,21103141103,2,1
2968,177744,140740.0,291303020106,5,1
2969,174563,105200.0,290706150105,3,2
2970,106805,22950.0,210707110106,5,1
2971,187171,210320.0,292604050105,1,1
2972,183963,800000.0,292014140901,5,1
2973,66700,99000.0,95801140104,4,1
2974,118642,60000.0,221009010101,3,1
2975,128954,104410.0,232302021108,3,1
2976,1568,144000.0,10307060101,2,2
2977,128605,144000.0,232202010105,5,1
2978,45104,76250.0,81801060102,3,1
2979,45015,111000.0,81513060101,3,2
2980,123349,36606.0,230807020104,3,1
2981,176258,72500.0,291104160103,3,1
2982,170867,45240.0,290102070105,2,6
2983,172275,56500.0,290303120101,4,1
2984,118264,80270.0,221004134106,3,1
2985,28272,35200.0,61301061101,4,1
2986,93910,84990.0,190904121107,4,1
2987,93132,78510.0,190807060107,4,1
2988,109210,71000.0,211303030201,3,1
2989,183418,78000.0,292006120201,3,1
2990,47941,72800.0,82503190105,3,1
2991,63378,87064.0,94702190103,3,1
2992,184371,257600.0,292021050904,3,1
2993,125916,143340.0,231306060302,1,1
2994,159275,38675.0,273005101104,3,1
2995,130565,86800.0,232508110104,1,1
2996,152389,44100.0,271805200101,6,1
2997,140587,353700.0,241204032101,3,1
2998,60373,801000.0,93405050905,2,1
2999,111028,49200.0,211802201101,4,1
3000,191920,266400.0,320606190101,2,1
3001,162966,34000.0,280301190101,3,2
3002,80783,323000.0,110404030101,4,1
3003,128366,102000.0,232108090106,2,2
3004,11588,55000.0,30111050102,4,4
3005,101520,54000.0,201212161103,5,1
3006,184252,111200.0,292019100904,4,1
3007,37539,99180.0,80502021201,2,1
3008,103653,43870.0,201707060304,3,1
3009,82201,98885.0,140601100106,2,1
3010,53671,95000.0,90504021203,2,2
3011,135033,30200.0,234103200103,5,1
3012,154304,376700.0,272301060101,4,1
3013,133995,63940.0,233701081101,3,1
3014,142203,43580.0,241603010102,1,1
3015,102143,50650.0,201307030103,1,1
3016,77733,132075.0,102705151101,3,1
3017,144285,25400.0,242104041109,3,1
3018,88928,252000.0,181901040102,5,1
3019,162612,34100.0,280210060901,3,1
3020,143003,7400.0,241906021102,5,1
3021,101604,117260.0,201214121101,5,1
3022,60593,97000.0,93408090104,1,1
3023,52789,55060.0,90403061101,4,1
3024,44427,328275.0,81506140107,3,2
3025,48046,57195.0,82602061101,5,1
3026,76366,43400.0,102201111102,4,1
3027,112144,12200.0,212102041101,5,1
3028,126024,8420.0,231307080102,1,1
3029,33001,350000.0,70903030906,3,1
3030,172376,131450.0,290304100109,3,1
3031,5656,98500.0,20210070104,2,1
3032,163553,180000.0,280311100902,3,1
3033,32853,240500.0,70901080904,4,1
3034,127583,113287.0,232006130102,3,1
3035,95970,1370000.0,191011080103,2,1
3036,85232,90000.0,180206090204,2,2
3037,68128,90000.0,96203110102,3,2
3038,139790,191380.0,241004031102,2,1
3039,41616,603000.0,81201120904,2,1
3040,188482,76100.0,292732081101,3,1
3041,1318,170400.0,10304040105,2,2
3042,59252,115458.0,92903110105,4,1
3043,95687,52730.0,191006211101,4,1
